date,open,High,low,close,volume
2021-10-01,11.149999618530273,11.378000259399414,11.055999755859375,11.317999839782715,6132934
2021-10-04,11.395999908447266,11.779999732971191,11.380000114440918,11.63599967956543,17237675
2021-10-05,11.600000381469727,11.732000350952148,11.479999542236328,11.661999702453613,6933511
2021-10-06,11.6899995803833,11.734000205993652,11.369999885559082,11.399999618530273,6436314
2021-10-07,11.538000106811523,11.604000091552734,11.355999946594238,11.5,5833562
2021-10-08,11.399999618530273,11.644000053405762,11.36400032043457,11.581999778747559,8696315
2021-10-11,11.631999969482422,11.720000267028809,11.381999969482422,11.458000183105469,6290161
2021-10-12,11.366000175476074,11.539999961853027,10.789999961853027,11.529999732971191,30976797
2021-10-13,11.494000434875488,11.520000457763672,11.215999603271484,11.387999534606934,4407731
2021-10-14,11.5,11.645999908447266,11.47599983215332,11.526000022888184,14151049
2021-10-15,11.576000213623047,11.704000473022461,11.508000373840332,11.579999923706055,6329640
2021-10-18,11.586000442504883,11.60200023651123,11.392000198364258,11.515999794006348,10372065
2021-10-19,11.496000289916992,11.604000091552734,11.423999786376953,11.522000312805176,4925189
2021-10-20,11.473999977111816,11.71399974822998,11.437999725341797,11.6899995803833,10955021
2021-10-21,11.595999717712402,11.65999984741211,11.444000244140625,11.45199966430664,7488282
2021-10-22,11.496000289916992,11.569999694824219,11.42199993133545,11.465999603271484,3142779
2021-10-25,11.423999786376953,11.715999603271484,11.423999786376953,11.678000450134277,6731732
2021-10-26,11.6899995803833,11.710000038146973,11.468000411987305,11.539999961853027,4638525
2021-10-27,11.579999923706055,11.579999923706055,11.319999694824219,11.465999603271484,8844144
2021-10-28,11.47599983215332,11.48799991607666,10.902000427246094,11.064000129699707,11379317
2021-10-29,11.149999618530273,11.28600025177002,11.017999649047852,11.055999755859375,44085243
2021-11-01,11.079999923706055,11.184000015258789,11.0,11.017999649047852,8729704
2021-11-02,11.0,11.0,10.763999938964844,10.911999702453613,5441772
2021-11-03,10.784000396728516,10.859999656677246,10.612000465393066,10.720000267028809,9337663
2021-11-04,10.729999542236328,10.960000038146973,10.668000221252441,10.720000267028809,5224000
2021-11-05,10.710000038146973,10.878000259399414,10.583999633789062,10.812000274658203,9052619
2021-11-08,10.869999885559082,11.022000312805176,10.744000434875488,10.829999923706055,5221169
2021-11-09,10.802000045776367,10.972000122070312,10.718000411987305,10.805999755859375,3707708
2021-11-10,10.862000465393066,11.1899995803833,10.857999801635742,11.0600004196167,9773044
2021-11-11,11.020000457763672,11.218000411987305,11.008000373840332,11.149999618530273,8472188
2021-11-12,11.109999656677246,11.12399959564209,10.868000030517578,10.881999969482422,5950238
2021-11-15,10.8100004196167,11.026000022888184,10.77400016784668,10.934000015258789,6064022
2021-11-16,10.977999687194824,11.116000175476074,10.87399959564209,10.982000350952148,5505918
2021-11-17,10.970000267028809,10.97599983215332,10.821999549865723,10.857999801635742,6506065
2021-11-18,10.770000457763672,10.770000457763672,10.607999801635742,10.65999984741211,4757209
2021-11-19,10.765999794006348,10.826000213623047,10.350000381469727,10.37399959564209,12911054
2021-11-22,10.380000114440918,10.586000442504883,10.289999961853027,10.53600025177002,5638430
2021-11-23,10.468000411987305,10.741999626159668,10.357999801635742,10.605999946594238,7297596
2021-11-24,10.715999603271484,10.760000228881836,10.477999687194824,10.526000022888184,8646786
2021-11-25,10.541999816894531,10.541999816894531,10.366000175476074,10.477999687194824,6798769
2021-11-26,10.0,10.015999794006348,9.619999885559082,9.708000183105469,19077658
2021-11-29,9.854000091552734,10.109999656677246,9.798999786376953,9.911999702453613,8233890
2021-11-30,9.722000122070312,9.85200023651123,9.602999687194824,9.791000366210938,18980074
2021-12-01,9.979999542236328,10.199999809265137,9.942999839782715,10.020000457763672,7489491
2021-12-02,9.894000053405762,10.187999725341797,9.881999969482422,10.10200023651123,8184153
2021-12-03,10.220000267028809,10.307999610900879,10.062000274658203,10.062000274658203,6204215
2021-12-06,10.149999618530273,10.368000030517578,10.149999618530273,10.272000312805176,5482693
2021-12-07,10.380000114440918,10.539999961853027,10.319999694824219,10.395999908447266,6465853
2021-12-08,10.35200023651123,10.430000305175781,10.197999954223633,10.3100004196167,4025443
2021-12-09,10.324000358581543,10.354000091552734,10.100000381469727,10.13599967956543,3426217
2021-12-10,10.11400032043457,10.211999893188477,10.0600004196167,10.100000381469727,5451872
2021-12-13,10.144000053405762,10.27400016784668,9.885000228881836,9.885000228881836,4392608
2021-12-14,9.930000305175781,10.074000358581543,9.895999908447266,9.994000434875488,4966050
2021-12-15,9.984999656677246,10.0,9.793000221252441,9.819999694824219,8535522
2021-12-16,9.930000305175781,10.07800006866455,9.902999877929688,9.998000144958496,7711773
2021-12-17,9.916999816894531,9.98900032043457,9.831999778747559,9.942999839782715,30050546
2021-12-20,9.6899995803833,9.87600040435791,9.630000114440918,9.842000007629395,18273226
2021-12-21,9.979999542236328,10.112000465393066,9.862000465393066,10.079999923706055,7629950
2021-12-22,10.088000297546387,10.17199993133545,10.020000457763672,10.152000427246094,3343479
2021-12-23,10.178000450134277,10.442000389099121,10.152000427246094,10.37399959564209,7561362
2021-12-27,10.295999526977539,10.576000213623047,10.27400016784668,10.503999710083008,4732857
2021-12-28,10.529999732971191,10.666000366210938,10.515999794006348,10.595999717712402,7363456
2021-12-29,10.553999900817871,10.62399959564209,10.394000053405762,10.477999687194824,3405221
2021-12-30,10.432000160217285,10.510000228881836,10.407999992370605,10.435999870300293,6822415
2022-01-03,10.456000328063965,10.696000099182129,10.4399995803833,10.64799976348877,11340948
2022-01-04,10.699999809265137,10.97599983215332,10.697999954223633,10.892000198364258,51878743
2022-01-05,10.899999618530273,11.1899995803833,10.892000198364258,11.17199993133545,24976847
2022-01-06,11.029999732971191,11.246000289916992,10.899999618530273,11.144000053405762,11476599
2022-01-07,10.960000038146973,10.968000411987305,10.661999702453613,10.831999778747559,5794599
2022-01-10,10.850000381469727,10.911999702453613,10.729999542236328,10.779999732971191,4189280
2022-01-11,10.755999565124512,10.902000427246094,10.739999771118164,10.892000198364258,4247483
2022-01-12,10.984000205993652,11.178000450134277,10.970000267028809,11.086000442504883,8870360
2022-01-13,11.086000442504883,11.199999809265137,11.031999588012695,11.199999809265137,4061481
2022-01-14,11.180000305175781,11.265999794006348,11.086000442504883,11.241999626159668,4262272
2022-01-17,11.204000473022461,11.276000022888184,11.092000007629395,11.144000053405762,19565377
2022-01-18,11.199999809265137,11.289999961853027,11.071999549865723,11.12399959564209,56757167
2022-01-19,11.065999984741211,11.40999984741211,11.050000190734863,11.131999969482422,34217683
2022-01-20,11.074000358581543,11.083999633789062,10.720000267028809,10.8100004196167,23003012
2022-01-21,10.6899995803833,10.753999710083008,10.491999626159668,10.663999557495117,24737724
2022-01-24,10.605999946594238,10.736000061035156,10.281999588012695,10.423999786376953,10941715
2022-01-25,10.343999862670898,10.734000205993652,10.324000358581543,10.715999603271484,10805458
2022-01-26,10.789999961853027,11.133999824523926,10.765999794006348,11.041999816894531,8075117
2022-01-27,10.868000030517578,11.37399959564209,10.829999923706055,11.246000289916992,6940069
2022-01-28,11.244000434875488,11.350000381469727,11.112000465393066,11.1899995803833,6204112
2022-01-31,11.244000434875488,11.293999671936035,11.105999946594238,11.241999626159668,6169195
2022-02-01,11.28600025177002,11.425999641418457,11.11400032043457,11.383999824523926,9446366
2022-02-02,11.37600040435791,11.432000160217285,11.161999702453613,11.326000213623047,6374473
2022-02-03,11.326000213623047,11.425999641418457,11.204000473022461,11.329999923706055,5208055
2022-02-04,11.420000076293945,11.586000442504883,11.392000198364258,11.48799991607666,7607950
2022-02-07,11.54800033569336,11.593999862670898,11.37399959564209,11.541999816894531,6036712
2022-02-08,11.571999549865723,11.814000129699707,11.37399959564209,11.395999908447266,6494862
2022-02-09,11.619999885559082,11.644000053405762,11.390000343322754,11.583999633789062,8113736
2022-02-10,11.54800033569336,11.815999984741211,11.543999671936035,11.75,6151859
